bus_line_id,driver_name,bus_color,bus_start_time,bus_end_time,bus_built_date,bus_route,bus_price(R$),bus_integrity,bus_company,bus_capacity
756,Frank Caswall,#5e85aa,3:29 PM,1:36 PM,2006-05-16,Jardim Oceânico-Copacabana,990123.45,0.68,"Schuppe, Borer and Murray",59
757,Laurella Diem,#4b8221,3:26 AM,9:23 PM,2004-12-22,rota não atribuída,801234.56,0.52,Prohaska-Conn,60
758,Jamison Brash,#f49c7b,3:56 PM,7:50 PM,2022-02-22,Leblon-Largo do Machado,1401234.56,0.62,Ondricka LLC,39
759,Kameko Dilleway,#c30670,12:55 PM,11:43 AM,2022-10-09,Gávea-Lapa,1145678.9,0.6566666666666666,Kautzer LLC,51
760,Cristal Popeley,#6791ab,10:38 AM,3:06 PM,2008-10-04,Leblon-Lapa,1223456.78,0.6933333333333334,"Blick, Hodkiewicz and McKenzie",50
761,Donnell Lempenny,#d1e8b9,12:27 PM,9:52 AM,2004-10-16,Leblon-Botafogo,1134567.89,0.73,Lockman Inc,30
762,Margarete Shipperbottom,#8224e7,8:43 AM,11:13 PM,2006-02-06,Leblon-São Conrado,578901.23,0.52,"Daniel, O'Keefe and Macejkovic",32
763,Sheridan Simonnin,#f049d8,12:41 PM,11:39 AM,2014-11-08,Botafogo-Leme,801234.56,0.9,"Harvey, Ankunding and Paucek",47
764,Idaline Barrows,#8095eb,10:26 AM,10:27 PM,2014-11-15,Leblon-São Conrado,801234.56,0.58,Romaguera Inc,54
765,Kristos Babbs,#4c7042,2:28 AM,10:00 AM,2015-06-18,Jardim Oceânico-Glória,1256789.01,0.74,"Dooley, Paucek and Hartmann",32
766,Starla Hemms,#3fb17d,4:52 AM,12:11 PM,2003-10-14,Botafogo-Jardim Oceânico,1478901.23,0.63,"Lang, Lemke and Rolfson",35
767,Jackelyn De Lisle,#4938de,3:21 AM,7:56 PM,2010-08-15,rota não atribuída,1289012.34,0.8,Howe LLC,46
768,Sena Silcock,#a1944c,10:21 AM,11:06 PM,2013-06-12,Lapa-Jardim Oceânico,812345.67,0.84,"Green, Anderson and Murazik",34
769,Jefferey Roderighi,#c77b63,3:05 AM,10:27 AM,2008-10-17,Flamengo-Copacabana,1012345.67,0.57,Walter-Jerde,51
770,Benetta Skate,#32ba8a,4:20 AM,11:50 PM,2018-06-02,rota não atribuída,745678.9,0.69,Feil-Gottlieb,36
771,Eddie Grelka,#c00870,12:19 AM,6:03 PM,2004-03-21,Copacabana-Ipanema,1412345.67,0.58,"Leannon, Baumbach and Windler",52
772,Ginnie Ranking,#821da5,2:57 PM,3:28 PM,2004-05-12,Largo do Machado-Jardim Botânico,667890.12,0.73,"Balistreri, Ferry and McCullough",43
773,Megan Papps,#0aad49,1:02 AM,6:32 AM,2008-07-15,Leblon-Botafogo,1301234.56,0.79,Mayert-Barrows,42
774,Janifer Jesse,#bf2818,5:31 PM,11:52 AM,2002-09-06,São Conrado-Urca,1012345.67,0.84,Sauer-Konopelski,48
775,Eben Fee,#61fc24,11:40 AM,7:31 PM,2016-07-07,Leme-São Conrado,656789.01,0.52,Littel-Langosh,49
776,Rafaela Gittoes,#f84971,12:14 AM,7:04 PM,2019-04-24,Glória-Jardim Oceânico,1089012.34,0.69,"O'Keefe, Cremin and Hegmann",43
777,Wyndham Tether,#5036d9,6:03 AM,9:27 AM,2010-08-04,Copacabana-Barra da Tijuca,645678.9,0.51,Herman-Barton,49
778,Faustine MacFadyen,#b5d215,3:26 PM,6:37 AM,2017-06-20,Centro-Barra da Tijuca,1478901.23,0.655,"Dicki, Stracke and Will",32
779,Marnia Phillis,#a40c26,4:21 AM,6:38 PM,2015-09-29,Largo do Machado-Barra da Tijuca,534567.89,0.8,Mante LLC,55
780,Stuart Leborgne,#36248f,1:32 PM,12:50 PM,2013-01-04,Centro-Leme,590123.45,0.58,Beahan Group,49
781,Theresina Ivanov,#83d49b,1:36 PM,7:32 PM,2010-07-20,Gávea-Centro,634567.89,0.9,"Hamill, Weissnat and Rempel",42
782,Temp Maysor,#4b7380,6:02 AM,3:48 PM,2006-11-20,Leme-Botafogo,1001234.56,0.68,Schiller Group,60
783,Karlen Yoseloff,#82cdd3,3:46 PM,11:16 PM,2022-10-03,Lapa-Jardim Oceânico,1056789.01,0.51,"Goldner, Dibbert and Prosacco",32
784,Kaylyn Trewman,#515f0e,3:15 AM,6:40 PM,2022-11-27,Flamengo-São Conrado,1078901.23,0.655,Kuvalis LLC,39
785,Ernestine Enderlein,#568a5a,2:17 PM,8:02 PM,2006-11-06,Leme-Botafogo,1123456.78,0.8,"Bashirian, Braun and Lowe",39
786,Bonita Tremathack,#37534f,6:14 AM,1:31 PM,2012-09-30,Botafogo-Leme,801234.56,0.52,Wiegand-Herman,53
787,Abbey Briddock,#7c0c6a,4:40 PM,7:17 PM,2006-02-15,Barra da Tijuca-Leblon,1301234.56,0.74,Dooley Group,41
788,motorista não atribuído,#d45378,6:41 AM,11:49 PM,2014-07-12,Botafogo-Jardim Botânico,878901.23,0.62,Rosenbaum and Sons,47
789,motorista não atribuído,#2cce14,6:31 AM,10:14 AM,2018-08-13,São Conrado-Glória,945678.9,0.9,Herman LLC,57
790,motorista não atribuído,#9ae5b0,2:05 PM,8:27 PM,2013-06-17,Leme-Gávea,656789.01,0.63,"Jenkins, Rolfson and Wehner",60
791,motorista não atribuído,#2ef6e1,12:27 AM,10:35 PM,2012-11-17,Ipanema-Lapa,567890.12,0.9,Kunze Group,33
792,Talia De Nisco,#e8d295,2:54 AM,1:43 PM,2018-03-10,Barra da Tijuca-Centro,689012.34,0.74,"Durgan, Hermiston and Quigley",59
793,Pearla Trevett,#b90db6,10:03 AM,12:23 PM,2018-05-23,Urca-Leblon,1078901.23,0.74,Sawayn-Wintheiser,54
794,Flor Kimbrough,#f1e265,11:28 AM,10:42 PM,2014-03-29,Leme-São Conrado,1289012.34,0.765,O'Keefe Inc,51
795,Averyl Ibberson,#ea9a33,10:09 AM,6:54 PM,2020-10-01,Centro-Barra da Tijuca,1156789.01,0.79,Becker-Satterfield,44
796,Ivette Antliff,#48a172,12:33 PM,11:31 AM,2003-05-23,Urca-Leblon,1178901.23,0.62,Wintheiser-Friesen,43
797,Ashby Dibble,#fdf786,2:46 AM,8:03 AM,2019-01-23,Jardim Botânico-Flamengo,1378901.23,0.95,"Schamberger, Davis and Hoppe",34
798,Fredia Matelaitis,#f1ddc5,1:18 PM,10:14 PM,2014-02-26,Barra da Tijuca-Jardim Botânico,945678.9,0.9,Schmitt-Miller,59
799,Bibbye Caddens,#4c8ed8,7:15 AM,10:54 AM,2006-06-05,Ipanema-Centro,889012.34,0.8,"Gutmann, Veum and Ullrich",35
800,Boycey Bermingham,#d61754,4:36 AM,4:29 PM,2011-09-28,Urca-Botafogo,556789.01,0.51,"Gibson, Welch and Ernser",33
801,Angelia Winchurst,#d44696,8:19 AM,11:09 AM,2007-02-25,Flamengo-Largo do Machado,1245678.9,0.69,Koelpin LLC,59
802,motorista não atribuído,#b96a19,6:11 AM,9:39 AM,2005-11-04,Urca-Lapa,645678.9,0.8,Abernathy and Sons,35
803,Hurleigh Baugh,#6657f3,2:15 AM,9:26 AM,2013-09-07,Jardim Oceânico-Copacabana,989012.34,0.79,"Cronin, Treutel and Franecki",40
804,Broderic Dinnage,#96840d,8:53 AM,10:41 PM,2015-05-19,Jardim Botânico-Flamengo,1390123.45,0.58,"Lakin, Jaskolski and Ratke",45
805,Patience Coulton,#ab6936,1:39 AM,10:20 PM,2013-08-16,Copacabana-Ipanema,634567.89,0.57,Hane-Grimes,53
806,Bastian Olivier,#d908e8,10:16 AM,12:59 PM,2018-12-21,Ipanema-Centro,1189012.34,0.52,Nienow Inc,40
807,Gerhard Moorton,#9604e7,3:08 AM,10:22 PM,2010-10-29,Jardim Botânico-Flamengo,1334567.89,0.9,O'Hara Group,52
808,Dorie Ashplant,#23eaaa,8:08 AM,11:54 PM,2022-01-17,Flamengo-Copacabana,1034567.89,0.99,"Simonis, Walter and Jacobson",59
809,Orelee Whitehorn,#e579c4,7:19 AM,9:54 AM,2018-02-26,Largo do Machado-Barra da Tijuca,1289012.34,0.84,Wehner and Sons,55
810,Renae Hryncewicz,#4b380b,5:00 AM,11:45 AM,2002-08-03,Leme-São Conrado,612345.67,0.63,Homenick-Price,52
811,Natka Stubbings,#2dc6c7,3:20 PM,12:00 PM,2019-06-24,Urca-Lapa,1067890.12,0.84,VonRueden-Schmitt,35
812,Elora Maher,#bdf94b,8:00 AM,12:10 PM,2003-11-24,Ipanema-Gávea,1356789.01,0.8,Rodriguez-Kohler,45
813,Finn Creswell,#3442ec,2:44 PM,7:21 PM,2013-11-28,Copacabana-Ipanema,1078901.23,0.69,Miller and Sons,47
814,motorista não atribuído,#6251ed,9:34 AM,9:21 PM,2010-06-06,rota não atribuída,767890.12,0.52,Ondricka-Heidenreich,49
815,Amery Koles,#368a6f,1:42 PM,2:01 PM,2011-05-09,Leblon-Lapa,701234.56,0.95,Shields Group,51
816,Odette Hackworthy,#19518a,12:37 PM,4:15 PM,2022-12-14,Urca-Largo do Machado,1334567.89,0.62,"Bechtelar, Barton and Abbott",41
817,Hanson Lavalle,#c0a6be,4:03 PM,8:17 PM,2017-05-06,Gávea-Centro,890123.45,0.62,Kirlin-Boyle,40
818,Nicolea Ciccotto,#02d3e4,11:46 AM,6:29 PM,2022-09-04,Lapa-Leblon,634567.89,0.51,"Bode, McCullough and Bradtke",42
819,Eli Jiles,#b2ade3,10:47 AM,9:07 AM,2002-05-29,Jardim Oceânico-Lapa,834567.89,0.54,Lemke Group,40
820,Leroy Rylstone,#b674d7,8:24 AM,4:00 PM,2020-01-30,Jardim Botânico-Flamengo,1056789.01,0.57,"Mante, Witting and Kertzmann",42
821,Sherri Birrel,#43f8dd,7:36 AM,8:53 PM,2021-02-04,Centro-Leme,1367890.12,0.99,"Mueller, Bartoletti and Stokes",60
822,Rickie Kimberly,#b1d80b,3:14 PM,2:56 PM,2021-04-01,São Conrado-Glória,1345678.9,0.51,"Schiller, Schmidt and Walker",55
823,Jacquie Drife,#75ec88,12:21 AM,10:21 AM,2003-04-16,Leblon-Lapa,1434567.89,0.58,"Bernhard, Gutmann and Jaskolski",51
824,Sorcha Haskew,#5b76ac,12:37 PM,5:32 PM,2019-02-18,Botafogo-Jardim Botânico,512345.67,0.62,Bruen-Von,47
825,Britt Cranfield,#a662dc,5:01 AM,2:46 PM,2011-07-03,Gávea-Botafogo,1190123.45,0.51,Toy-Kutch,36
826,Harrie Goldfinch,#661328,3:44 AM,5:56 PM,2009-02-15,Jardim Oceânico-Leme,1001234.56,0.79,"Bednar, Bayer and Deckow",47
827,Kane Darbey,#70fd55,3:16 AM,11:02 AM,2013-07-26,Leblon-Largo do Machado,1034567.89,0.65,"Kuphal, O'Connell and Balistreri",35
828,Lianna Casier,#362015,4:39 PM,10:02 PM,2008-11-10,Copacabana-Lapa,856789.01,0.51,Murphy and Sons,53
829,motorista não atribuído,#cbfb3d,8:18 AM,2:40 PM,2020-09-05,Copacabana-Ipanema,845678.9,0.6,"Parisian, Douglas and Boyer",59
830,Adolpho Potkins,#292782,5:47 PM,12:50 PM,2021-05-07,Jardim Botânico-São Conrado,1223456.78,0.69,Greenholt Group,43
831,Lucretia Scutts,#e56881,12:39 AM,9:59 PM,2015-02-13,Jardim Oceânico-Leme,1001234.56,0.63,Purdy-West,36
832,Beulah Sueter,#f1404e,5:25 AM,10:09 PM,2015-12-18,Ipanema-Jardim Botânico,745678.9,0.57,Schultz-Legros,43
833,Dianemarie Hansie,#56ef5c,8:37 AM,9:30 AM,2007-12-23,rota não atribuída,1045678.9,0.79,White-Pfannerstill,53
834,motorista não atribuído,#360623,1:12 AM,1:01 PM,2017-11-16,Glória-Jardim Oceânico,1489012.34,0.765,Jacobson Inc,51
835,Mareah Covendon,#3d220a,5:51 PM,11:12 AM,2008-10-08,Leme-São Conrado,523456.78,0.74,Fahey-O'Reilly,51
836,Cal Brome,#44d6b4,12:21 AM,6:16 AM,2010-12-11,Jardim Botânico-Flamengo,690123.45,0.63,Schaden-Grady,44
837,Marni Leethem,#986231,1:30 PM,9:51 PM,2012-02-27,Leblon-São Conrado,1401234.56,0.52,Beier Inc,40
838,Ferne McTerry,#914713,1:43 AM,6:23 PM,2021-08-13,Leme-Gávea,912345.67,0.95,Brown-Jast,50
839,Elfie Arsnell,#d531dc,8:54 AM,1:30 PM,2016-01-03,Copacabana-Ipanema,1089012.34,0.7649999999999999,Aufderhar Group,58
840,Jany Bevans,#68f236,1:39 PM,6:40 PM,2011-02-13,Leblon-Lapa,678901.23,0.58,Welch-Rau,44
841,Wilfrid Billingsly,#33a6df,8:30 AM,11:01 AM,2007-08-12,Largo do Machado-Copacabana,701234.56,0.9,"Carter, Kutch and Flatley",38
842,Saleem Hasslocher,#15058c,5:28 PM,11:10 AM,2016-10-01,Copacabana-Barra da Tijuca,512345.67,0.7050000000000001,Kuhn-Emmerich,33
843,Guglielmo Melmoth,#9ddd75,1:22 PM,8:46 AM,2014-06-19,Ipanema-Centro,623456.78,0.51,"Morar, McCullough and Wisoky",60
844,Josephine Halewood,#3c31e3,4:55 PM,9:10 PM,2010-07-07,Botafogo-Leme,1467890.12,0.57,"Tremblay, Leffler and Mayert",36
845,Franni McPhelim,#3c3e5e,5:41 AM,9:33 PM,2017-03-05,São Conrado-Urca,1289012.34,0.73,"Roberts, Hermiston and Funk",31
846,Hamlin Albrighton,#b20a83,4:42 PM,4:03 PM,2004-02-03,Leblon-São Conrado,912345.67,0.68,"Waelchi, Wyman and Legros",36
847,Morry Dowd,#f4f3d0,4:11 AM,6:42 PM,2019-08-21,Ipanema-Jardim Botânico,823456.78,0.8,Schimmel-Hintz,36
848,Randie Kluss,#60b49e,9:50 AM,7:58 AM,2012-12-07,rota não atribuída,934567.89,0.52,"Wuckert, Sawayn and Daniel",47
849,Virgie Murdy,#ddbdb8,3:39 AM,1:38 PM,2017-06-30,Barra da Tijuca-Jardim Botânico,945678.9,0.95,Kozey-Schoen,35
850,Marjory Figgen,#f7debe,9:24 AM,6:10 PM,2015-07-16,Largo do Machado-Barra da Tijuca,512345.67,0.95,"Gleason, Gutmann and Metz",45
851,Flin Aldhous,#289cbd,12:26 AM,9:15 AM,2010-05-07,rota não atribuída,1067890.12,0.99,"Daniel, Pfannerstill and Frami",39
852,Ronna Peetermann,#196710,10:12 AM,12:43 PM,2008-02-09,Lapa-Leblon,923456.78,0.74,Lubowitz-Bernier,31
853,Deb Rolfo,#7377f7,12:16 PM,7:54 AM,2002-10-05,Barra da Tijuca-Leblon,967890.12,0.74,McCullough-Schinner,51
854,Joyous Houten,#532609,11:04 AM,11:48 PM,2012-05-12,Botafogo-Jardim Oceânico,689012.34,0.79,"Rice, Kassulke and Nicolas",30
855,Shaughn Stebbing,#2e14fc,6:04 AM,6:50 PM,2019-12-13,Jardim Oceânico-Copacabana,1145678.9,0.73,Luettgen-Braun,32
856,Husain Nowell,#95912b,5:45 AM,5:44 PM,2013-04-11,São Conrado-Urca,812345.67,0.9,"Deckow, Baumbach and Reichert",46
857,Kipper Cosgrive,#67d975,12:36 AM,1:27 PM,2016-08-21,rota não atribuída,990123.45,0.62,Nolan-Rippin,34
858,Corrina Salt,#338c2d,10:20 AM,6:35 AM,2020-08-20,Lapa-Copacabana,1045678.9,0.84,MacGyver Inc,34
859,motorista não atribuído,#b3800a,9:22 AM,11:23 PM,2011-05-01,Centro-Barra da Tijuca,990123.45,0.705,Farrell Group,48
860,Malva Barton,#afb70c,1:45 AM,11:25 AM,2002-08-09,São Conrado-Glória,1334567.89,0.57,Padberg Inc,47
861,Jeanette Herrero,#e4fa2c,10:52 AM,2:58 PM,2010-04-23,Leme-Botafogo,601234.56,0.99,Green-Fisher,42
862,Johannah Simoneau,#bbac11,11:28 AM,6:42 PM,2010-05-12,Largo do Machado-Barra da Tijuca,1089012.34,0.52,Ward-D'Amore,54
863,Alta Josephy,#24e621,8:48 AM,7:43 PM,2021-06-19,Botafogo-Centro,790123.45,0.79,"Mueller, Crona and Parisian",45
864,Ethelred Bus,#516c3b,1:52 AM,7:41 PM,2013-03-05,Urca-Leblon,1423456.78,0.58,Kling Group,54
865,Ken James,#0da195,1:54 AM,8:26 AM,2008-02-09,Copacabana-Ipanema,678901.23,0.79,"Reinger, Okuneva and Mante",31
866,Danyette Orme,#312545,3:04 AM,7:33 PM,2007-11-01,Flamengo-Copacabana,990123.45,0.79,"Schmitt, Keeling and Ward",52
867,Sawyere Risely,#8a031b,1:01 AM,8:00 AM,2005-07-28,Largo do Machado-Urca,1012345.67,0.57,Hayes-Beer,33
868,Rina Littlejohns,#9be22f,3:12 AM,7:30 PM,2014-12-31,Barra da Tijuca-Jardim Botânico,1223456.78,0.79,West Inc,57
869,Christiane Rout,#abc7ab,1:49 PM,5:59 PM,2003-10-18,Jardim Botânico-Flamengo,1023456.78,0.58,Ward and Sons,52
870,motorista não atribuído,#3c596a,6:23 AM,12:27 PM,2014-06-08,Flamengo-Copacabana,1089012.34,0.99,Glover Inc,55
871,Linzy Worland,#82fa36,4:17 PM,11:19 PM,2003-08-14,Ipanema-Gávea,523456.78,0.84,Goodwin and Sons,56
872,Althea Mattiazzi,#fc0cb4,12:17 PM,7:35 AM,2015-01-01,Jardim Oceânico-Glória,1434567.89,0.63,"Breitenberg, Pagac and Mills",37
873,Braden Witherdon,#90b91e,7:00 AM,2:20 PM,2022-08-04,Leme-São Conrado,1490123.45,0.62,"Ratke, Larkin and Quitzon",51
874,Halli Le Grove,#7dcce0,11:19 AM,1:57 PM,2004-11-04,Gávea-Botafogo,1378901.23,0.76,Cummings and Sons,39
875,Blair Christophle,#329795,2:17 AM,9:54 PM,2010-11-01,rota não atribuída,1034567.89,0.9,Langosh-Metz,38
876,motorista não atribuído,#84fa94,3:25 AM,5:27 PM,2019-12-07,Leme-Botafogo,1467890.12,0.7949999999999999,Bartell-Mann,30
877,Terza Questier,#10cc7f,2:58 PM,7:00 AM,2002-10-15,Largo do Machado-Glória,801234.56,0.69,Yost and Sons,44
878,Tybi Lembcke,#e5bccf,4:51 AM,6:59 PM,2019-10-30,Largo do Machado-Urca,1156789.01,0.58,Graham Group,32
879,Brina Rojel,#bf25af,1:33 PM,9:50 PM,2005-02-03,rota não atribuída,1190123.45,0.69,Hoeger-Bosco,46
880,Jemmie Mountfort,#ce48b8,3:09 AM,4:56 PM,2004-10-08,São Conrado-Jardim Botânico,734567.89,0.74,Bosco and Sons,54
881,Tamar Gillions,#306847,2:52 PM,12:33 PM,2021-04-08,Leme-Gávea,978901.23,0.69,Jenkins-Cormier,41
882,Silvio Meggison,#e4f7a8,9:19 AM,11:13 PM,2012-05-11,rota não atribuída,1023456.78,0.69,Okuneva-Rolfson,54
883,Leodora Teulier,#041c1b,9:47 AM,7:03 PM,2005-02-20,Glória-Jardim Oceânico,634567.89,0.58,Macejkovic Group,59
884,Horace Weiss,#b3e280,2:35 AM,9:47 PM,2011-09-29,Leblon-São Conrado,667890.12,0.79,Pfeffer-Towne,49
885,motorista não atribuído,#b64110,3:43 PM,11:53 PM,2004-01-28,São Conrado-Glória,823456.78,0.7733333333333333,Turcotte LLC,47
886,Matthias Doncaster,#eb1650,1:31 PM,8:08 PM,2019-05-29,Jardim Botânico-Leblon,589012.34,0.7566666666666667,Emmerich-Conroy,47
887,Tamma Everett,#953dea,5:31 AM,9:49 AM,2006-07-30,rota não atribuída,1389012.34,0.74,Walker-Runolfsdottir,38
888,Anett Bennion,#2d0bbc,4:23 PM,12:59 PM,2010-03-04,Flamengo-Copacabana,1334567.89,0.63,"Sanford, Becker and Schuster",44
889,Jilly Brainsby,#bf2881,1:45 PM,12:04 PM,2011-06-07,Copacabana-Ipanema,1089012.34,0.84,Kuhlman-Howell,35
890,Cathi Raspel,#b43b06,7:56 AM,9:53 AM,2006-09-12,Barra da Tijuca-Jardim Botânico,1312345.67,0.63,"Hauck, Kunde and Jacobi",50
891,Lelia Pawlowicz,#874db7,11:01 AM,10:41 AM,2014-01-14,Jardim Oceânico-Lapa,1190123.45,0.52,Howe-Stark,52
892,Garrott Gritton,#66f8ce,2:26 PM,12:36 PM,2009-10-20,Flamengo-Copacabana,1389012.34,0.79,Streich-Ritchie,40
893,Antoni La Grange,#35af67,12:46 AM,12:33 PM,2016-01-02,Flamengo-Largo do Machado,1145678.9,0.9,"Upton, Kuhic and Witting",35
894,Aura Elphee,#c13fe4,1:42 AM,6:42 AM,2013-07-02,Leblon-Botafogo,534567.89,0.69,Schumm and Sons,38
895,Jacquenette Conaghan,#206ee0,3:57 PM,4:28 PM,2007-03-22,Botafogo-Jardim Oceânico,1078901.23,0.79,"McKenzie, Grant and Becker",49
896,Tomaso Pisco,#026f26,9:17 AM,8:38 AM,2003-12-09,rota não atribuída,1489012.34,0.73,Botsford-Ernser,60
897,Van Breukelman,#5c6659,8:50 AM,12:49 PM,2021-01-08,Flamengo-Largo do Machado,901234.56,0.62,Berge-Kutch,47
898,Tami Kesey,#2afc49,4:52 AM,6:30 AM,2015-05-06,Gávea-Copacabana,1212345.67,0.51,"Mante, Huels and Tromp",59
899,Caron Cains,#30afcb,11:43 AM,10:59 PM,2015-08-19,Largo do Machado-Urca,689012.34,0.68,"Thompson, Hayes and Mills",55
900,Cornell MacCaffery,#5316c0,2:47 PM,12:34 PM,2011-07-04,Copacabana-Lapa,1234567.89,0.68,Gottlieb-Quitzon,40
901,Darius Zanassi,#1a3c7c,6:36 AM,6:51 PM,2013-08-09,Botafogo-Leme,1034567.89,0.52,Heaney Inc,45
902,Annalee Twaite,#d9b645,3:24 AM,3:12 PM,2007-09-25,Leme-Botafogo,689012.34,0.63,"Price, Ankunding and Jakubowski",49
903,Joann Itzchaky,#356470,12:26 PM,5:28 PM,2007-01-31,Barra da Tijuca-Jardim Botânico,1134567.89,0.57,"Huels, Kulas and Muller",37
904,Dwight Bernardet,#1f2cb4,3:54 PM,8:46 PM,2002-09-23,Jardim Oceânico-Glória,889012.34,0.84,Kessler Group,48
905,Micky Draycott,#bdd902,11:28 AM,1:17 PM,2007-06-11,São Conrado-Glória,1490123.45,0.57,"Yost, Murray and Jakubowski",33
906,Patrizio Kall,#209ed9,8:10 AM,1:40 PM,2011-09-18,Jardim Botânico-São Conrado,690123.45,0.99,Franecki Inc,52
907,Hedwiga Churchman,#cbd590,1:40 PM,5:47 PM,2007-10-17,Largo do Machado-Urca,1290123.45,0.8,"Treutel, Emmerich and Daugherty",34
908,Iggie Joynson,#148ed2,10:22 AM,7:40 PM,2015-01-26,Lapa-Leblon,678901.23,0.62,MacGyver-Hilll,39
909,Jade Ackland,#d44f25,3:18 PM,10:49 PM,2017-11-22,rota não atribuída,612345.67,0.99,Schoen-Jacobson,51
910,Bonny Connett,#4ca097,6:52 AM,9:28 AM,2016-09-14,rota não atribuída,623456.78,0.68,"Lindgren, Jacobi and Breitenberg",41
911,Katerine Pethybridge,#a8c338,2:17 AM,9:59 PM,2011-09-13,Flamengo-Copacabana,1034567.89,0.79,Wisoky Group,33
912,Teresita Swinford,#aeb094,4:46 AM,5:04 PM,2005-12-12,rota não atribuída,923456.78,0.57,Friesen Inc,44
913,Dodie Baldack,#891084,8:10 AM,7:28 PM,2017-06-22,rota não atribuída,1190123.45,0.99,Predovic-Blick,47
914,Skippy Beirne,#0d6167,6:39 AM,9:12 AM,2020-10-28,Jardim Botânico-São Conrado,823456.78,0.69,Ward-Collier,56
915,motorista não atribuído,#248322,12:54 AM,9:06 PM,2009-05-18,Gávea-Botafogo,956789.01,0.7649999999999999,Weber-Gutkowski,45
916,Hendrik Rostron,#944bc8,10:41 AM,4:49 PM,2009-09-07,Barra da Tijuca-Centro,1412345.67,0.84,Little-Anderson,42
917,motorista não atribuído,#5b844e,8:32 AM,5:19 PM,2021-03-02,Flamengo-Largo do Machado,812345.67,0.95,Kemmer LLC,42
918,Rodie Cocke,#c5de96,8:55 AM,6:48 PM,2007-12-08,Centro-Jardim Botânico,1167890.12,0.845,Hermann and Sons,31
919,Wildon Smeal,#4ac9ea,11:16 AM,5:01 PM,2021-06-25,Gávea-Lapa,1245678.9,0.74,Pacocha Group,59
920,Sophronia Sudlow,#2544f5,4:58 AM,4:55 PM,2022-12-30,Glória-Jardim Oceânico,845678.9,0.99,"Nolan, Runolfsdottir and Hammes",56
921,Cly Hollows,#dea946,1:13 PM,8:32 PM,2012-09-07,Largo do Machado-Glória,878901.23,0.68,Dach-O'Keefe,51
922,Aile Truswell,#b02df0,8:49 AM,7:08 PM,2019-04-18,Leme-São Conrado,1323456.78,0.95,Barton and Sons,48
923,motorista não atribuído,#a66005,5:34 AM,6:20 AM,2017-12-08,Botafogo-Jardim Oceânico,734567.89,0.8,Erdman Inc,40
924,Faustina Nancekivell,#2b72f7,4:07 PM,9:24 AM,2021-04-17,rota não atribuída,801234.56,0.8,"Auer, Russel and Dibbert",38
925,Maison Simondson,#c384bf,9:14 AM,8:11 PM,2022-01-29,rota não atribuída,589012.34,0.74,Gerhold-Gottlieb,57
926,Aurel Hallstone,#1e0b8c,2:43 PM,10:43 AM,2008-09-01,Flamengo-Largo do Machado,601234.56,0.62,Schaefer Inc,49
927,Amalie Shepcutt,#cbbd31,1:05 PM,1:24 PM,2015-09-03,São Conrado-Jardim Botânico,689012.34,0.99,"Dicki, Funk and Kihn",36
928,Jasun Franciottoi,#25ade3,11:27 AM,12:53 PM,2021-12-11,Gávea-Lapa,612345.67,0.51,Shanahan and Sons,45
929,Jilly De Brett,#040916,6:15 AM,10:38 AM,2023-03-23,Copacabana-Barra da Tijuca,1389012.34,0.57,Mertz LLC,56
930,Yurik McKelvie,#9d1082,1:38 AM,10:04 PM,2013-02-19,Lapa-Leblon,1201234.56,0.74,Deckow Inc,45
931,Sharai Dmisek,#eb4ae8,9:16 AM,2:25 PM,2017-07-14,Urca-Largo do Machado,1456789.01,0.74,Ledner Group,49
932,Marena Wakerley,#450a19,4:27 AM,12:26 PM,2016-05-30,São Conrado-Jardim Botânico,567890.12,0.8,Morissette-Daugherty,46
933,Brynne Salvador,#258a3f,9:01 AM,5:01 PM,2007-03-03,Ipanema-Jardim Botânico,945678.9,0.57,Jenkins-Franecki,47
934,Clementina Gerbl,#e9a3e8,2:11 AM,9:44 AM,2009-11-29,rota não atribuída,801234.56,0.63,Schaden-Schaefer,30
935,Oneida Freed,#9a536d,5:41 AM,11:30 PM,2022-10-15,rota não atribuída,889012.34,0.84,Aufderhar-Walter,57
936,Janene Oneill,#81e730,12:18 AM,5:41 PM,2023-02-14,Centro-Jardim Botânico,878901.23,0.87,Huels-Bauch,47
937,Kristi Scyone,#c2952b,12:36 PM,2:07 PM,2018-08-16,Centro-Barra da Tijuca,1467890.12,0.9,Frami Inc,53
938,Kelly Reburn,#901572,3:53 PM,8:44 AM,2022-11-03,Glória-Jardim Oceânico,667890.12,0.74,"Balistreri, Barrows and Gerlach",50
939,Sandra Casellas,#5ca142,1:17 AM,11:03 AM,2002-07-10,Largo do Machado-Barra da Tijuca,645678.9,0.58,Padberg Group,55
940,Betty Primett,#3820cb,3:00 AM,9:20 AM,2019-05-26,Leblon-Lapa,701234.56,0.51,Satterfield-Hessel,33
941,Hanna Scay,#88775a,5:25 AM,8:08 AM,2011-05-26,Copacabana-Lapa,1356789.01,0.68,Cruickshank-Schultz,48
942,Petey Fields,#f2af2a,12:06 AM,10:13 PM,2022-09-06,Jardim Botânico-São Conrado,934567.89,0.7050000000000001,"Rutherford, Nienow and Wolf",54
943,Olin Roderick,#0a59cb,3:28 AM,11:23 AM,2006-01-07,São Conrado-Glória,1245678.9,0.73,Harris-Dickens,32
